qid,question,reference_answer,generated_answer,f1_score,model_id,run_type,method,dataset,eval_timestamp
44,¿El alcohol afecta la eficiencia del sueño?,"Los estudios no mostraron que el consumo de alcohol tenga un efecto significativo en la calidad del sueño; sin embargo, si tiene dudas, es recomendable conversar con su médico.","Si bebes mucho alcohol cerca de dormir, puede que veas sueño pero sea de baja calidad y afecte la duración del sueño en general; considera limitarlo para disfrutar una mejor recuperación.",0.3103448275862069,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
45,¿El alcohol afecta al tiempo despierto después de conciliar el sueño?,"Los estudios no mostraron que el consumo de alcohol tenga un efecto significativo en el tiempo que permaneces despierto después de conciliar el sueño; sin embargo, si tienes dudas o molestias, es recomendable consultar con un profesional de la salud.","Sí, muchas personas notan que el consumo de alcohol puede hacer que la fase final del sueño sea más corta y puedas despertar antes sin sentido; lo mejor es equilibrar las bebidas alcohólicas para evitar estas interrupciones.",0.28571428571428575,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
46,¿Cuáles son los principales factores que afectan la calidad del sueño en estudiantes universitarios?,"Los principales factores que influyen son su estilo de vida, su salud mental, los aspectos sociales y los físicos; si tiene dudas, lo mejor es consultar con un profesional.","Los principios más frecuentes que impactan la calidad del sueño en estudiantes universitarios incluyen el estrés académico, las noches inusuales por cambios de horario y las actividades nocturnas, lo que puede alterar su ritmo circadiano. Por otro lado, un ambiente dormitorio agradable y una rutina de descanso estable también juegan un papel importante.",0.1917808219178082,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
47,¿Cómo afecta el consumo de cafeína a la calidad del sueño de los estudiantes?,"La cafeína y otros estimulantes pueden empeorar la calidad del sueño, según varios estudios. Si tienes problemas para dormir, considera reducir su consumo y consulta a tu médico.","El consumo moderado de cafeína puede perturbar el sueño inicial y reducir la profundidad de sueño, lo que afecta directamente la calidad del sueño que es crucial para estudiantes.",0.36734693877551017,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
48,¿Los patrones irregulares de sueño-vigilia afectan negativamente el sueño?,"Los patrones irregulares de sueño y vigilia reducen la calidad del sueño, según varios estudios. Si notas que tu sueño está afectado, lo mejor es consultar a un profesional para recibir orientación.","Los patrones irregulares de sueño-vigilia pueden interferir en la calidad del sueño y promover malos hábitos como insomnio, lo que resulta en una reducción de las funciones cognitivas, aumento del estrés y posibles síntomas físicos.",0.36065573770491804,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
49,¿Cómo afecta el estrés a la calidad del sueño en estudiantes universitarios?,"Sí, el nivel de estrés que percibe está claramente ligado a una peor calidad del sueño, según varios estudios que lo demuestran. Si siente que el estrés afecta su descanso, le recomiendo hablar con un profesional para buscar estrategias que lo ayuden.","El estrés puede perturbar significativamente el ciclo natural de sueño, dificultándole a los estudiantes universitarios alcanzar una siesta tranquila y profunda.",0.21818181818181817,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
50,¿Es beneficioso hacer ejercicio para mejorar la calidad del sueño?,"Sí, hacer ejercicio físico, especialmente actividades aeróbicas como el Tai chi o el Pilates, ayuda a mejorar la calidad del sueño; la mejora depende de la intensidad y la duración del entrenamiento. Le recomiendo consultar con un profesional para adaptar la actividad a sus necesidades.","Hacer actividad física regularmente puede facilitar el sueño y mejorar su calidad al reducir el estrés y promover la relajación, lo cual es especialmente útil si tienes problemas de insomnio.",0.33333333333333337,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
51,¿El uso de dispositivos electrónicos antes de dormir afecta la calidad del sueño?,"Usar el móvil, internet o cualquier pantalla justo antes de dormir está relacionado con una peor calidad del sueño; por eso es útil intentar apagar los dispositivos al menos una hora antes de acostarse.","El uso frecuente de dispositivos electrónicos cerca de la hora de acostarte puede interferir en el sueño al estimular el sistema nervioso y acentuar la sensación de estar despierto, lo que es importante tenerlo en cuenta para mejorar tu calidad de sueño.",0.25,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
52,¿Cómo afectan los problemas de salud mental a la calidad del sueño?,"Los estudios demuestran que la salud mental y la calidad del sueño están estrechamente vinculadas; cuando uno se ve afectado, el otro suele empeorar. Si notas problemas en cualquiera de los dos, es recomendable consultar a un profesional para recibir ayuda.","Los problemas de salud mental pueden disminuir considerablemente el tiempo que pasamos durmiendo y deteriorar en gran medida la calidad del sueño, alterando nuestro estado emocional y físico.",0.3939393939393939,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
53,¿Es útil tomar siestas durante el día para estudiantes universitarios?,"Las siestas pueden ser útiles, pero tanto su duración como la frecuencia influyen en la calidad de tu sueño; intenta que no sean demasiado largas ni muy frecuentes para evitar afectar tu descanso nocturno.","Tomar cortas siestas puede ser beneficioso para la recuperación energética y la concentración, siendo particularmente útil para estudiantes universitarios que enfrentan cargas académicas intensas.",0.18518518518518515,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
54,¿El consumo de alcohol afecta negativamente a la calidad del sueño?,"El alcohol no mejora el sueño; de hecho, se relaciona con una peor calidad del sueño. Si tienes problemas para dormir, es recomendable hablar con un profesional de la salud.","Sí, el alcohol puede perturbar tu sueño y hacer que tengas interrupciones más frecuentes durante la noche, reduciendo así la sensación de estar descansado al día siguiente.",0.23076923076923078,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
55,¿Qué es la calidad del sueño?,"La calidad del sueño es cuán satisfecho se siente con su descanso, y se basa en tres aspectos: la cantidad de horas que duerme, la continuidad del sueño sin interrupciones y la sensación de estar renovado al despertar. Si tiene dudas, consulte a un profesional.","La calidad del sueño se refiere al estado en que una persona encuentra su reposo nocturno y cómo le afecta en sus actividades diarias, considerando factores como el tiempo de sueño, la profundidad del sueño, la frecuencia entre estados de sueño y si siente bien o mal despertándose.",0.3466666666666667,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
56,¿Qué porcentaje de estudiantes universitarios sufre de mala calidad del sueño?,"Más de la mitad de los estudiantes universitarios tienen problemas de sueño de mala calidad; si usted también los experimenta, es recomendable consultar a un profesional para recibir orientación.","Alrededor del 40% de los estudiantes universitarios experimentan frecuentes problemas relacionados con la calidad del sueño, lo que afecta directamente su rendimiento académico y bienestar general.",0.32,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
57,¿Existen diferencias en la calidad del sueño entre hombres y mujeres estudiantes?,"Las mujeres suelen tener una calidad de sueño peor que los hombres; si notas que tu descanso no es suficiente, te recomiendo hablar con un profesional de la salud para buscar soluciones.","Existe evidencia sugiriendo que hay tendencias sutiles en el ritmo del sueño entre hombres y mujeres estudiantes, pero cada persona es única y variaciones son normales.",0.1818181818181818,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
58,¿Cómo afectan los hábitos alimenticios a la calidad del sueño?,"Una alimentación equilibrada puede ayudar a mejorar la calidad de su sueño, mientras que comer por compulsión o por motivos emocionales suele empeorar el descanso. Si tiene dudas, consulte a un profesional de la salud.","Los patrones alimentarios influyen significativamente en la calidad del sueño, ya que una dieta baja en proteínas y saturadas o con altos niveles de cafeína pueden alterar el ciclo del sueño y empeorar problemas como la insomnio.",0.28571428571428575,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
59,¿Qué es el estrés académico?,"El estrés académico es una respuesta psicológica normal que aparece cuando enfrentas desafíos en el estudio y los percibes como estresantes, generando presión, ansiedad y tensión por tus responsabilidades. Si sientes que te afecta mucho, considera hablar con un profesional para recibir apoyo.","El estrés académico se refiere a la acumulación de presión emocional que puedes experimentar durante tu tiempo de estudio o trabajo, relacionada con expectativas altas y una carga de tareas excesiva.",0.2608695652173913,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
60,¿Cuáles son las principales fuentes de estrés académico para los estudiantes?,"Los principales factores que pueden dificultar el aprendizaje son: dificultad para entender el material (27 %), carga excesiva de tareas (18 %), exámenes desafiantes y profesores aburridos o impacientes (17 %), y tareas escolares (15 %). Si siente que alguno de estos le afecta, le recomiendo hablar con un profesional para buscar apoyo.","Las principales fuentes de estrés académico incluyen exámenes que se acercan, la cantidad alta de tareas pendientes o el tiempo limitado para realizarlas, así como expectativas socialmente impuestas sobre la carrera escolar.",0.2222222222222222,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
61,¿Qué tipos de estrés académico existen?,"Hay tres tipos principales de estrés: el estrés agudo, que dura poco; el estrés agudo episódico, que ocurre de forma repetida; y el estrés crónico, que es continuo y prolongado. Si siente que alguno de estos le afecta, le aconsejo hablar con un profesional de salud.","Existen diversos tipos de estrés académico como el que surge por la presión para mantener buenas calificaciones, la competencia entre compañeros o sobrepasar las expectativas de rendimiento que uno mismo pone en sí. Es importante identificar cuál tipo específico afecta más y buscar recursos adecuados para manejarlo.",0.24,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
62,¿Cuáles son los síntomas comunes del estrés en estudiantes?,"Usted presenta síntomas físicos como aumento de la presión arterial, dolor de cabeza y sudoración excesiva; también síntomas cognitivos como pensamientos destructivos y frustración, y conductuales como llanto sin motivo y consumo de sustancias. Le recomiendo que consulte a un profesional de la salud para una evaluación completa.","Los estudiantes con estrés pueden experimentar tensiones musculares o dolores de cabeza frecuentes, alteraciones en el sueño que varían desde la insomnio hasta despertarse demasiado temprano, y sentimientos de ansiedad, agitación o irritabilidad. También podrían presentar cambios significativos en su concentración o actitud durante las actividades académicas.",0.14814814814814817,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
63,¿El estrés académico siempre es negativo?,"Existe un tipo de estrés llamado eustrés que puede motivarle y mejorar su rendimiento, pero si es demasiado intenso puede volverse perjudicial; si siente que el estrés le supera, es recomendable buscar apoyo profesional.","La exposición constante al estrés académico sin manejo adecuado puede ser perjudicial, pero el mismo estímulo puede servir para estimular la concentración y motivar a los individuos si se encuentra en proporciones controladas.",0.23333333333333334,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
64,¿Cuales son las estrategias efectivas para manejar el estrés?,"Para manejar el estrés, puede probar organizar mejor su tiempo, buscar apoyo en familiares o amigos, llevar un estilo de vida saludable, usar técnicas de estudio eficaces y practicar técnicas de relajación; recuerde que consultar a un profesional le puede ayudar a personalizar estas estrategias.","Una eficaz manera es practicar la respiración profunda y realizar ejercicios de relajación gradualmente, también puedes considerar actividades físicas regulares o conversaciones con personas cercanas que apoyen tu estado de ánimo.",0.17391304347826086,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
65,¿Qué técnicas de gestión del tiempo pueden ayudar a reducir el estrés académico?,"Para manejar el estrés, le recomiendo priorizar sus tareas, fijar plazos, evitar la procrastinación, establecer límites y concentrarse en una sola actividad a la vez; estas técnicas le ayudarán a organizar mejor su tiempo.","Para gestionar mejor tu tiempo y disminuir el estrés académico, considera organizar tu agenda diariamente, establecer prioridades claras y asignar un espacio para momentos de relajación entre tareas; también es útil dividir grandes proyectos en etapas más manejables.",0.303030303030303,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
66,¿Cómo puede el apoyo social ayudar a reducir el estrés académico?,"Contar con el apoyo de la familia, amigos y la comunidad ayuda a reducir el estrés y la ansiedad académicos, mejora la autoestima y aumenta las probabilidades de éxito en los estudios; si lo necesita, puede buscar orientación profesional para fortalecer ese apoyo.","El apoyo social proporciona una conexión emocional que reduce la sensación de soledad y agobia en situaciones estresantes como las académicas, lo cual es beneficioso para la salud mental.",0.2857142857142857,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
67,¿Qué hábitos de vida saludable pueden ayudar a manejar el estrés académico?,"Para manejar el estrés académico, es fundamental llevar una dieta equilibrada, hacer ejercicio con regularidad, dormir lo suficiente y evitar el alcohol y el tabaco; estos hábitos saludables pueden ayudar mucho. Si lo deseas, puedes consultar a un profesional para recibir apoyo personalizado.","Además de un sueño suficiente y una alimentación equilibrada que proporcione energía para tu día, considera realizar actividad física moderada como caminar o bailar durante la pausa, practicando técnicas de respiración profunda y buscando apoyo social al compartir tus preocupaciones.",0.18421052631578946,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
68,¿Qué técnicas de relajación son efectivas para el estrés académico?,"Para manejar el estrés puede probar técnicas como la respiración profunda, la relajación muscular progresiva, la meditación mindfulness y el yoga, que han demostrado ser efectivas; si lo desea, consulte a un profesional para orientarle en su práctica.","Además de la meditación o respiración profunda, una técnica eficaz es practicar actividades físicas como caminar rápido, bailar o yoga, que incrementan tu energía y reducen tensiones; busca también un espacio tranquilo para reflexionar y escribir tus pensamientos cada día.",0.27777777777777773,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
69,¿Es el estrés académico diferente para hombres y mujeres?,"Los estudios indican que las estudiantes mujeres suelen sentir más estrés académico que los estudiantes hombres; si lo experimentas, es útil hablar con un profesional para recibir apoyo.","En general, las formas y niveles de estrés pueden variar entre hombres y mujeres, pero la presión académica suele generar una sensación similar en ambas generaciones, a veces manifestándose más físicamente o emocionalmente en uno u otro.",0.16949152542372883,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
70,¿El estrés académico afecta el rendimiento académico?,"Un exceso de estrés académico puede bajar tu rendimiento, aumentar la probabilidad de abandonar la universidad y reducir las tasas de graduación. Si sientes que el estrés está afectando tu estudio, considera buscar apoyo profesional para manejarlo.","El estrés académico puede hacer que tu concentración y comprensión disminuyan, afectando positivamente o negativamente el rendimiento académico, pero hay métodos efectivos para manejarlo.",0.4074074074074074,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
71,¿Es mejor la calidad del sueño de los adolescentes en días libres que en días de clase?,"Sí, la calidad del sueño suele ser mejor en los días libres que en los días de semana, sin importar si la escuela es por la mañana, tarde o noche, y estas diferencias son estadísticamente significativas.","En general, muchos adolescentes disfrutan más sus momentos sin actividad escolar, lo que puede favorecer una mayor calidad del sueño ya que tienen menos estrés y estímulos durante las horas nocturnas. Sin embargo, cada individuo reacciona de manera única a diferentes contextos.",0.2285714285714286,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
72,¿El horario de clases afecta la calidad del sueño de los adolescentes?,"Los estudiantes que asisten a clases por la mañana reportan una peor calidad de sueño en días laborales que los que estudian por la tarde o la noche; la diferencia es significativa (p=0.025 frente a la tarde y p<0.0001 frente a la noche). Si le preocupa su sueño, le aconsejo consultar a un profesional.","El horario académico puede influir en el ritmo circadiano y por ende en la cantidad y calidad del sueño, especialmente si es demasiado tarde o temprano. Proporcionar información adicional podría ayudarte a encontrar alternativas adecuadas, como ajustes en los horarios de actividades fuera del colegio.",0.33333333333333337,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
73,¿Qué es el cronotipo?,"El cronotipo es simplemente la forma en que su reloj interno determina a qué hora se siente más activo o descansado. Cada persona tiene su propio ritmo, y conocerlo puede ayudarle a organizar mejor sus actividades. Si tiene dudas, consulte con un profesional de la salud.","El cronotipo se refiere al patrón específico que tu organismo adopta para adaptarse mejor a la luz natural, incluyendo su ciclo diurno y nocturno de sueño. Es una característica natural del individuo que puede variar entre tener un mayor ritmo nocturno o ser más despertador.",0.3855421686746988,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
74,¿Cómo se relaciona el cronotipo con la calidad del sueño?,"Si eres adolescente y tu ritmo natural es dormir y levantarte tarde, notarás peor calidad de sueño durante la semana solo cuando tienes clases por la mañana o por la tarde; en cambio, si estudias por la noche, tu cronotipo no afecta la calidad del sueño. Si tienes dudas, consulta con un profesional de salud.","El cronotipo puede influir en la duración y calidad del sueño; aquellos que son nocturnos pueden tener más dificultades para dormir cuando deberían estar despiertos, lo cual afecta su bienestar general.",0.28169014084507044,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
75,¿Hay diferencia en la calidad del sueño entre estudiantes con diferentes cronotipos según su horario de clases?,"Si eres una persona con un cronotipo más tardío, cada hora que tu ritmo biológico se retrasa aumenta en un 38% la probabilidad de que percibas peor calidad de sueño cuando estudias por la mañana, y en un 41% si estudias por la tarde; este efecto no se observa cuando estudias por la noche. Si notas problemas de sueño, considera consultar a un profesional para recibir orientación personalizada.","Claro que sí, hay variaciones importantes y estudios sugieren que la compatibilidad entre el tipo de sueño natural del estudiante y su horario de clases puede influir en la cantidad y calidad del sueño.",0.21052631578947367,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
76,¿Cómo afecta el consumo prolongado de cannabis a la memoria a largo plazo?,"El consumo continuo y abundante de cannabis se ha relacionado con dificultades en la memoria, afectando la forma en que codificas, guardas, manipulas y recuerdas la información, de manera similar a lo que ocurre durante una intoxicación aguda. Si notas estos problemas, es recomendable hablar con un profesional de salud.","El uso continuo de cannabis puede presentar fluctuaciones y disminución temporal de la memoria y concentración por efectos temporales, pero no hay evidencia sólida de que lleve al deterioro definitivo, aunque cada individuo respeta su propio ritmo y respuesta única.",0.20512820512820512,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
77,¿Qué tipos de memoria se ven afectados por el consumo crónico de cannabis?,"Se observa que la memoria de trabajo, la memoria episódica verbal, la capacidad para recuperar información y la forma de codificar y almacenar nuevos datos pueden verse afectados, lo que se traduce en dificultades para mantener y manipular información temporalmente, aprender y recordar listas de palabras, y recuperar recuerdos; si nota estos problemas, le recomendamos consultar con un profesional para una evaluación más detallada.","El consumo crónico de cannabis puede afectar tanto la memoria de trabajo quanto la capacidad para adquirir nuevos conocimientos y recordar situaciones específicas, aunque es importante señalar que cada persona reacciona de manera única al uso del cannabis.",0.24390243902439027,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
78,¿El consumo de cannabis durante la adolescencia afecta peor que consumirlo después?,"Sí, consumir cannabis antes de los 17 años se relaciona con mayores efectos adversos; el cerebro en desarrollo es más vulnerable y se observan déficits más marcados en la memoria y funciones ejecutivas. Le recomiendo hablar con un profesional de la salud para obtener orientación personalizada.","La investigación sugiere que el consumo en etapas tempranas podría tener un impacto mayor en la estructura cerebral y desarrollo neurológico, pero es importante considerar cada caso individualmente.",0.2153846153846154,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
79,¿Los usuarios de cannabis necesitan más esfuerzo para realizar tareas de memoria?,"Los estudios muestran que las personas que consumen cannabis suelen tener mayor actividad en áreas del cerebro relacionadas con la memoria, lo que indica que su cerebro necesita trabajar más o usar mecanismos compensatorios para obtener un desempeño similar al de quienes no lo usan; si tiene dudas, consulte a su médico.","No hay evidencia concluyente que muestra que la utilización regular de cannabis afecte negativamente directamente el proceso de memoria en todos los individuos, sin embargo, es importante considerar otros factores que podrían influir en las habilidades cognitivas.",0.2278481012658228,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
80,¿Hay cambios estructurales en el cerebro de usuarios crónicos de cannabis?,"El consumo excesivo y prolongado puede provocar cambios en el cerebro, como una disminución del tamaño del hipocampo y de la amígdala; si tienes dudas, lo mejor es consultar a un profesional de la salud.","Los cambios estructurales son complejas y poco claras; aunque la investigación sugiere influencias positivas sobre el sistema nervioso central, no todas las consecuencias son beneficiosas. Es importante buscar un seguimiento con especialistas para orientaciones más específicas.",0.18461538461538463,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
81,¿Un consumo bajo cannabis cambia el cerebro?,"Hasta ahora no hay pruebas de que un consumo bajo cause cambios estructurales en el cerebro; si tienes dudas, lo mejor es consultar con tu médico.","El consumo regular y en cantidades moderadas puede influir en la plasticidad cerebral, pero generalmente no causaría cambios permanente, siempre consultando a un profesional de salud si tienes preocupaciones específicas.",0.32727272727272727,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
82,¿Es verdad que la marihuana puede ser medicinal?,"Sí, se ha usado para tratar dolor crónico, náuseas por quimioterapia y espasmos musculares en enfermedades como la esclerosis múltiple, pero no todas las formas de consumo son apropiadas y su uso medicinal debe ser supervisado por un profesional.","Sí, ha habido estudios que sugieren su uso para el manejo de ciertos síntomas como dolores crónicos y ansiedad; sin embargo, siempre es importante consultar a un profesional de salud.",0.30303030303030304,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
83,¿Qué efectos tiene la marihuana en el cerebro a largo plazo?,"Los estudios indican que el consumo crónico puede modificar áreas del cerebro, como la corteza orbitofrontal, que está involucrada en la toma de decisiones; la magnitud de estos cambios depende de la cantidad y el tiempo de uso. Si tienes dudas, es recomendable hablar con un profesional de salud.","La marihuana puede alterar la regulación y sensibilidad de la dopamina y otras sustancias químicas en el cerebro, afectando su función y provocando cambios como falta de concentración o depresión emocional. Sin embargo, es importante que sigas orientaciones especializadas y busques siempre un profesional si tienes inquietudes.",0.3703703703703704,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
84,¿Qué diferencia hay entre fumar marihuana y consumirla en alimentos?,"Fumar hace que los efectos aparezcan en minutos, mientras que los comestibles tardan entre una y dos horas en sentirse, pero suelen durar más tiempo y pueden ser más intensos si no se controla la dosis; le recomiendo consultar a un profesional para usar cualquier forma de cannabis de manera segura.",El consumo fumado tiene un alto contenido de sustancias activas que se absorben rápidamente en el pulmón; mientras que el ingesta como parte de una comida proporciona la marihuana gradualmente durante su digestión.,0.2162162162162162,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
85,"Me siento abrumado por los exámenes que se acercan, ¿qué puedo hacer?","Le sugiero organizar su tiempo con técnicas como el método Pomodoro, lo que puede ayudar a mejorar la concentración y disminuir la ansiedad; también puede considerar acudir a servicios de orientación psicológica para recibir apoyo profesional.","Es natural sentirte sobrecargado ante las pruebas inminentes; realiza ejercicios respiratorios para calmar tu sistema y aprovecha el tiempo libre para planificar una rutina de estudio equilibrada, incluyendo descansos regulares.",0.16129032258064518,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
86,¡He tenido buenos resultados en mis exámenes! ¿Cómo puedo mantener este buen estado?,Sigue celebrando tus logros y pon metas pequeñas y alcanzables; así mantendrás la motivación y una actitud positiva. Recuerda que puedes consultar a tu profesional de salud si lo necesitas.,"Excelente noticia, mantén el ritmo estudiando regularmente y asegúrate de comer bien y dormir suficiente para que tu cuerpo y mente estén preparados para nuevas retos.",0.1568627450980392,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
87,"Me siento muy estresado y triste por la carga académica, ¿qué puedo hacer?","Le sugiero organizar su tiempo, estudiar con amigos para reducir la presión y conversar con alguien de confianza; además, un psicólogo puede brindarle orientación psicológica.",Estos sentimientos son frecuentes cuando enfrentas cargas académicas pesadas; considera priorizar actividades relajantes como meditación o respiraciones profundas cada vez que notas tensión mental.,0.0,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
88,"No puedo dormir bien por el estrés de la universidad, ¿qué me recomiendas?","Le sugiero que establezca una rutina de sueño constante, acostándose a la misma hora cada día, cenando ligero y evitando el uso de dispositivos electrónicos antes de dormir; esto ayuda a mejorar la calidad del descanso. Si tiene dudas, consulte a su médico.",Intenta practicar respiraciones profundas y relajación muscular mientras tomas un libro tranquilo o una taza de té sin cafeína para ayudarte a enfocarte en una buena noche de sueño.,0.15384615384615383,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
89,"Siento que no puedo manejar la presión académica, ¿qué debería hacer?",Le sugiero buscar grupos de apoyo en su universidad para compartir experiencias y aprender de otros; recuerde que no está solo y puede consultar a un profesional si lo necesita.,Es comprensible sentirte así; considera tomar descansos regulares para aliviar la carga mental y practicar técnicas de relajación como respiraciones profundas. También es importante hablar con un consejero o profesor si sientes que necesitas orientación más profunda.,0.1875,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
90,"Estoy preocupado por mi salud mental debido al estrés constante, ¿qué puedo hacer?","Le recomiendo hacer ejercicio de forma regular, ya que la actividad física ayuda a liberar endorfinas y a mejorar su estado de ánimo. Si lo desea, consulte a un profesional para adaptar el plan a sus necesidades.","Si estás buscando manejar el estrés que experimentas, considera establecer una rutina diaria sencilla de relajación o respiración profunda para reducir la tensión y prioriza tiempo para actividades que te hagan sentir bien, como un pasacalles con amigos o leer un libro.",0.22535211267605634,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
91,"Me siento muy ansioso antes de los exámenes, ¿qué puedo hacer para manejarlo?","Comprendo que la ansiedad sea difícil de manejar antes de los exámenes. Le sugiero hacer ejercicio aeróbico de forma regular, como correr o nadar, pues está demostrado que ayuda a reducir la ansiedad. Si lo necesita, consulte a un profesional para recibir apoyo adicional.","Es natural sentirte ansioso cuando se acerca un exámen; lo primero es reconocer tus sentimientos y establecer una rutina tranquila la noche anterior y durante el día. Incorpora respiraciones profunda y ejercicio ligero para disminuir la tensión, además de considerar conversaciones o actividades que te ayuden a mantenerte ocupado mentalmente.",0.21428571428571427,orpo-qlora-Qwen-2.5-3B-Instruct-p0,ft-ollama,orpo,golden_set_test.csv,2025-11-23T16:21:55
